,icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
21560,e8025f,CC-CPL,AIRBUS,Airbus,A319 132,A319,2858,,L2J,, Aerovias de Integracion Regional,ARE,,Latam Colombia,,,,,,,,,False,False,False,,
21561,a455c7,N379FR,AIRBUS,Airbus,A320-251N,A20N,10510,,L2J,,,,,Bank Of Utah Trustee,,,2028-03-31,,2021-01-01,,,CFM INTL LEAP-1A26,False,False,False,,
21562,a56ddc,N449UP,BOEING,Boeing,757-24APF,B752,27738,,L2J,United Parcel Service,UPS,UPS,5X,United Parcel Service Co,,,2029-05-31,,1995-01-01,,,ROLLS-ROYC RB-211 SERIES,False,False,False,,
21563,471f89,HA-LYN,AIRBUS,Airbus,Airbus A320 232SL,A320,6559,,L2J,,WIZZ AIR,WZZ,,Wizz Air,,,,,,,,,False,False,False,,
21564,a9c50f,N729AV,AIRBUS,Airbus,A321-231,A321,6399,,L2J,, S.A.,AVA,,Umb Bank Na Trustee,,,2030-01-31,,2014-01-01,,,IAE V2533-A5,False,False,False,,
21565,3c4b4a,D-ABZJ,AIRBUS,Airbus,Airbus A320 216,A320,3295,,L2J,,AUSTRIAN,AUA,,Austrian,,,,,,,,,False,False,False,,
21566,44d076,OO-TCV,AIRBUS,Airbus,A320 214,A320,1968,,L2J,Brussels Airlines,BEE-LINE,BEL,SN,Condor Flugdienst,,2003-04-16,,,2003-04-16,,,CFM 56B4,False,False,False,,No ADS-B Emitter Category Information
21567,4b8472,TC-ACR,BOEING,Boeing,B747-428ER(F),B744,32866,,L4J,Act Havayollari,CARGO TURK,RUN,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21568,781159,B-8583,AIRBUS,Airbus,A321 232SL,A321,7722,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21569,02a1cd,TS-ION,BOEING,Boeing,737NG 6H3,B736,29499,510,L2J,Tunisair,TUNAIR,TAR,TU,Tunisair,N1786B,2000-04-21,,,2000-01-01,,,,False,False,False,,
21570,a868a2,N64071,STEARMAN,Boeing,Stearman B75N1 N2S-3 Kaydet,ST75,75-6455,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21571,ac06f0,N874TW,BOEING,Boeing,757-223,B752,24524,,L2J,,,,,United States Government,,,2027-10-31,,1989-01-01,,,ROLLS-ROYC RB-211 SERIES,False,False,False,,
21572,71be22,HL7622,AIRBUS,Airbus,A380 861,A388,128,,L4J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21573,342107,EC-JDM,AIRBUS,Airbus,A321 213,A321,2357,,L2J,,,IBS,,Iberia Express,,,,,,,,,False,False,False,,
21574,0d0370,XA-ALM,AIRBUS,Airbus,A320 214,A320,1308,,L2J,Interjet,INTERJET,MTF,,Interjet,,,,,,,,,False,False,False,,
21575,7c7528,VH-XFE,AIRBUS,Airbus,A330 243,A332,1319,,L2J,,VIRGIN,VOZ,,Virgin Australia,,,,,,,,,False,False,False,,
21576,780ce9,B-1882,AIRBUS,Airbus,A320 214SL,A320,6369,,L2J,,SI CHUAN,CSC,,Sichuan Airlines,,,,,,,,,False,False,False,,
21577,a3df4a,N349FR,AIRBUS,Airbus,A320-251N,A20N,8766,,L2J,Frontier Airlines,FRONTIER FLIGHT,FFT,F9,Umb Bank Na Trustee,,,2029-03-31,,2019-01-01,,,CFM INTL LEAP-1A26,False,False,False,,
21578,a71f92,N5580Y,STEARMAN,Boeing,B75N1,ST75,75-7188,,L1P,,,,,Blue Yonder Inc,,,2028-07-31,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
21579,72862c,YI-AQL,BOEING,Boeing,737NG 7BD/W,B737,35789,,L2J,,IRAQI,IAW,,Iraqi Airways,,,,,,,,,False,False,False,,
21580,a831e3,N627SW,BOEING,Boeing,737-3H4,B733,27935,,L2J,,,,,Swift Air Llc,,,2030-02-28,,1996-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21581,79a04d,B-6003,AIRBUS,Airbus,A320 214,A320,2034,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21582,4690e4,SX-DGD,AIRBUS,Airbus,A320 232,A320,4065,,L2J,Aegean Airlines,AEGEAN,AEE,A3,Aegean Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21583,abaafe,N8509U,BOEING,Boeing,737-800,B738,36925,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2029-12-31,,2016-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
21584,7802c9,B-5185,BOEING,Boeing,737NG 8Q8/W,B738,30715,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
21585,780183,B-HSI,AIRBUS,Airbus,A320 232,A320,930,,L2J,, Hong Kong Dragon Airlines,HDA,,Cathay Dragon,,,,,,,,,False,False,False,,
21586,ab63d7,N833DN,BOEING,Boeing,737-932ER,B739,31944,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2028-01-31,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21587,780891,B-5648,BOEING,Boeing,737NG 85N/W,B738,38639,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
21588,a23c64,N243NV,AIRBUS,Airbus,A320-214,A320,1461,,L2J,Allegiant Air,ALLEGIANT,AAY,G4,Sunrise Asset Management Llc,,,2028-12-31,,,,,,False,False,False,,
21589,ae05a4,62-3500,BOEING,Boeing,KC-135R,K35R,18483,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21590,4ba994,TC-JLT,AIRBUS,Airbus,A319 132,A319,4665,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
21591,4baa09,TC-JPI,AIRBUS,Airbus,A320 232,A320,3208,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
21592,a34111,N309DE,BOEING,Boeing,737-732,B737,29634,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2028-05-31,,2009-01-01,,,CFM INTL CFM56-7B26/3,False,False,False,,
21593,71bf05,HL7705,BOEING,Boeing,737NG 9B5,B739,29990,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21594,4243d5,VQ-BVO,BOEING,Boeing,Boeing 737NG 8LJ/W,B738,41203,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
21595,780475,B-6360,AIRBUS,Airbus,A320 214,A320,3528,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
21596,c82337,ZK-TLL,BOEING,Boeing,737 484SF,B734,25362,,L2J,,,,,Toll Priority,,,,,,,,,False,False,False,,
21597,47a5bc,LN-NGQ,BOEING,Boeing,Boeing 737NG 8JP/W,B738,39027,,L2J,,NOR SHUTTLE,NAX,,Norwegian,,,,,,,,,False,False,False,,
21598,ad292a,N947WN,BOEING,Boeing,737-7H4,B737,36924,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2027-08-31,,2010-01-01,,,CFM INTL CFM56-7B24/3,False,False,False,,
21599,a15122,N184SK,BOEING,Boeing,747-400,B744,28284,,L4J,,,,,Bank Of Utah Trustee,,,2028-05-31,,,,,,False,False,False,,
21600,ab6247,N8321D,BOEING,Boeing,737-8H4,B738,36687,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-10-31,,2012-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21601,a7ba26,N59727,STEARMAN,Boeing,D75N1,ST75,752940,,L1P,,,,,Vajdos Robert C Jr,,,2029-09-30,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
21602,e8031c,CC-AHC,AIRBUS,Airbus,A319 111,A319,2119,,L2J,Sku,AEROSKY,SKU,H2,Sky Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21603,758322,RP-C3276,AIRBUS,Airbus,A320 214SL,A320,5917,,L2J,,CEBU AIR,CEB,,Cebu Pacific Air,,,,,,,,,False,False,False,,
21604,ace0d2,N929NN,BOEING,Boeing,737-823,B738,33322,,L2J,American Airlines,AMERICAN,AAL,AA,Bank Of Utah Trustee,,,2029-10-31,,2013-01-01,,,CFM INTL CFM56-7B24E,False,False,False,,No ADS-B Emitter Category Information
21605,7bb135,B-5206,BOEING,Boeing,737NG 75N/W,B737,33666,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
21606,ae0414,164387,BOEING,Boeing,E-6B Mercury,E6,24500,,L4J,,,,,United States Navy,,,,,,,,,False,False,False,,Reserved
21607,a90824,N681NK,AIRBUS,Airbus,A321-231,A321,7908,,L2J,Spirit Airlines,SPIRIT WINGS,NKS,NK,Spirit Airlines Inc,,,2027-11-30,,2017-01-01,,,IAE V2533-A5,False,False,False,,
21608,ae0667,61-0317,BOEING,Boeing,KC-135R,K35R,18224,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21609,a0a54f,N1402A,BOEING,Boeing,767 332,B763,25989,,L2J,,DELTA,DAL,,Delta Air Lines,,,,,,,,,False,False,False,,
21610,8962ba,A6-FDO,BOEING,Boeing,737NG 8KN/W,B738,40242,,L2J,,,FDB,,Flydubai,,,,,,,,,False,False,False,,
21611,a1025a,N164UP,AIRBUS,Airbus,A300 F4-622R,A306,0853,,L2J,United Parcel Service,UPS,UPS,5X,United Parcel Service Co,,,2027-11-30,,2005-01-01,,,P & W PW4158,False,False,False,,
21612,780f78,B-8426,AIRBUS,Airbus,A330 323E,A333,1760,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21613,86eaea,JA880A,BOEING,Boeing,787 9,B789,34533,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
21614,780186,B-HTE,AIRBUS,Airbus,A321 231,A321,1024,,L2J,, Hong Kong Dragon Airlines,HDA,,Cathay Dragon,,,,,,,,,False,False,False,,
21615,386468,F-AZDI,STEARMAN,Boeing,Stearman E75N1 PT-13D Kaydet,ST75,75-5238,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21616,8001d3,VT-JGY,BOEING,Boeing,737NG 75R/W,B737,34806,,L2J,Jet Airways,JET AIRWAYS,JAI,9W,Jet Airways,,,2019-05-26,,,,,,False,False,False,,No ADS-B Emitter Category Information
21617,3c5eeb,D-AGWK,AIRBUS,Airbus,Airbus A319 132,A319,3500,,L2J,,GERMAN WINGS,GWI,,Germanwings,,,,,,,,,False,False,False,,
21618,0d0840,XA-UUI,BOEING,Boeing,737 3K2,B733,28085,,L2J,,,,,Magnicharters,,,,,,,,,False,False,False,,
21619,47807b,LN-TUF,BOEING,Boeing,737NG 705,B737,28222,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
21620,780e20,B-1529,BOEING,Boeing,737NG 89L/W,B738,44921,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
21621,a81c8c,N62114,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-1731,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21622,abe80e,N8664J,BOEING,Boeing,737-8H4,B738,36649,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-04-30,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21623,73806b,4X-EKS,BOEING,Boeing,737NG 8HX/W,B738,36433,,L2J,El Al Israel Airlines,ELAL,ELY,LY,El Al,,2008-08-01,,,,,,2x CFM56-7 ,False,False,False,,No ADS-B Emitter Category Information
21624,aaf566,N805KW,BOEING,Boeing,777-31H,B773,29395,,L2J,,,,,Alta 777 Llc,,,2028-12-31,,,,,,False,False,False,,
21625,76ceeb,9V-SWK,BOEING,Boeing,777 312ER,B77W,34576,,L2J,,SINGAPORE,SIA,,Singapore Airlines,,,,,,,,,False,False,False,,
21626,ab4866,N826NW,AIRBUS,Airbus,A330-302,A333,1701,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2029-03-31,,2016-01-01,,,GE CF6-80E1A4,False,False,False,,
21627,a5f976,N484WN,BOEING,Boeing,737-7H4,B737,33841,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-08-31,,2004-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21628,44d0c1,OO-TFA,BOEING,Boeing,Boeing 757 28AF,B752,25622,,L2J,,,,,Asl Airlines Belgium,,,,,,,,,False,False,False,,
21629,ae0378,62-3541,BOEING,Boeing,KC-135R,K35R,18524,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21630,396444,F-GZCE,AIRBUS,Airbus,A330 203,A332,465,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21631,896326,A6-ETI,BOEING,Boeing,777 3FXER,B77W,39684,,L2J,,ETIHAD,ETD,,Etihad Airways,,,,,,,,,False,False,False,,
21632,e48f02,PR-GXP,BOEING,Boeing,737NG 8EH/W,B738,41163,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
21633,3944e5,F-GRHF,AIRBUS,Airbus,A319 111,A319,1025,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21634,7804f4,B-5822,BOEING,Boeing,737NG 79P/W,B737,39735,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21635,3965a0,F-GZNA,BOEING,Boeing,Boeing 777-328(ER),B77W,35297,,L2J,Air France,AIRFRANS,AFR,AF,Air France,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21636,780b31,B-5831,BOEING,Boeing,737NG 86D/W,B738,38059,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
21637,0d001e,XA-ZAM,BOEING,Boeing,Boeing 737-852 ,B738,35120,,L2J,,AEROMEXICO,AMX,,Aeromexico,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21638,4408b1,OE-IEW,AIRBUS,Airbus,Airbus A320 214SL,A320,7148,,L2J,Eurowings Europe,,EWE,E2,Eurowings Europe,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs)
21639,79a053,B-2284,AIRBUS,Airbus,A321 231,A321,1974,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
21640,7583a1,RP-C4100,AIRBUS,Airbus,A320 214SL,A320,6317,,L2J,,CEBU AIR,CEB,,Cebu Pacific Air,,,,,,,,,False,False,False,,
21641,8a0605,PK-LUK,AIRBUS,Airbus,A320 214SL,A320,7365,,L2J,,,,,Batik Air,,,,,,,,,False,False,False,,
21642,020108,CN-NMG,AIRBUS,Airbus,A320 214,A320,4568,,L2J,,MALTA CHARTER,MAC,,Air Arabia Maroc,,,,,,,,,False,False,False,,
21643,aa0ca7,N747BC,BOEING,Boeing,747-4J6,B744,25879,,L4J,,,,,Boeing Aircraft Holding Co,,,2028-02-29,,1992-01-01,,,P & W PW4056,False,False,False,,
21644,a1a2a2,N204UA,BOEING,Boeing,777-222,B772,28713,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-04-30,,1999-01-01,,,P&W PW4000 SER,False,False,False,,
21645,7800ee,B-6121,AIRBUS,Airbus,Airbus A330 243,A332,728,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21646,a1c899,N214CJ,STEARMAN,Boeing,E75,ST75,75-8245,,L1P,,,,,Reyckert Chester W,,,2029-11-30,,,,,CONT MOTOR W670 SERIES,False,False,False,,
21647,60185a,EZ-A007,BOEING,Boeing,737NG 7GL/W,B737,37234,,L2J,,TURKMENISTAN,TUA,,Government Of Turkmenistan,,,,,,,,,False,False,False,,
21648,0100de,SU-GCP,BOEING,Boeing,737NG 866/W,B738,35560,2434,L2J,Egyptair,EGYPTAIR,MSR,MS,Egypt Air,,2007-11-18,,,2007-01-01,,,,False,False,False,,
21649,45d065,OY-TCE,AIRBUS,Airbus,A321 211SL,A321,6342,,L2J,Sunclass Airlines,VIKING,VKG,,Thomas Cook Airlines Scandinavia,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs)
21650,780364,B-5335,BOEING,Boeing,737NG 8FH/W,B738,35097,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
21651,7c4838,VH-OJU,BOEING,Boeing,747 438,B744,25566,,L4J,,QANTAS,QFA,,Qantas,,,,,,,,,False,False,False,,
21652,758369,RP-C9914,AIRBUS,Airbus,A321 231SL,A321,6295,,L2J,,PHILIPPINE,PAL,,Philippine Airlines,,,,,,,,,False,False,False,,
21653,e47eb2,PR-GIG,BOEING,Boeing,737NG 73S,B737,29077,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
21654,ae1b78,166859,,Boeing,F/A-18E Hornet,F18,E161,,,,,,,United States Navy,,,,,,,,,False,False,False,,
21655,896409,A6-BLD,BOEING,Boeing,787 9,B789,39649,,L2J,,ETIHAD,ETD,,Etihad Airways,,,,,,,,,False,False,False,,
21656,a52ce9,N4320E,STEARMAN,Boeing,A75N1,ST75,75-1562,,L1P,,,,,Lines Charles H,,,2030-01-31,,1941-01-01,,,CONT MOTOR W670-6N,False,False,False,,
21657,886283,HS-XTC,AIRBUS,Airbus,A330 343E,A333,692,,L2J,,,,,Thai Airasia X,,,,,,,,,False,False,False,,
21658,478370,LN-TUL,BOEING,Boeing,737NG 705/W,B737,29097,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
21659,aa372d,N75753,STEARMAN,Boeing,Stearman A75N1 N2S-4 Kaydet,ST75,75-3521,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21660,a80076,N61432,STEARMAN,Boeing,A75N1(PT17),ST75,75-728,,L1P,,,,,Recon Real Estate Consultants Inc,,,2030-01-31,,,,,P&W R-985 SERIES,False,False,False,,
21661,a6543e,N507DB,,Airbus,A321-231,,2255,,,,,,,Tvpx Aircraft Solutions Inc Trustee,,,2028-12-31,,,,,,False,False,False,,
21662,aa5977,N766SW,BOEING,Boeing,737NG 7H4/W,B737,29806,,L2J,,SOUTHWEST,SWA,,Southwest Airlines,,,,,,,,,False,False,False,,
21663,a0e0fb,N156FE,BOEING,Boeing,767-300F,B763,63096,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2028-03-31,,2018-01-01,,,GE CF6-80C2B6F,False,False,False,,
21664,4bccb9,TC-SEY,BOEING,Boeing,737NG 8HC/W,B738,61182,,L2J,,SUNEXPRESS,SXS,,Sunexpress,,,,,,,,,False,False,False,,
21665,a812eb,N61927,STEARMAN,Boeing,A75,ST75,75-148,,L1P,,,,,International Air Services Inc Trustee,,,2029-07-31,,1945-01-01,,,P&W R-985 SERIES,False,False,False,,
21666,a9fa79,N742FD,AIRBUS,Airbus,A300 B4-622R,A30B,613,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2028-11-30,,1991-01-01,,,P & W PW4158,False,False,False,,
21667,aad3c9,N797UA,BOEING,Boeing,777-222,B772,26924,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-04-30,,1998-01-01,,,P&W PW4000 SER,False,False,False,,
21668,0ac14e,HK-4811,AIRBUS,Airbus,A320 214,A320,1564,,L2J,,,VVC,,Vivacolombia,,,,,,,,,False,False,False,,
21669,50822f,UR-WRI,AIRBUS,Airbus,A321 231,A321,2682,,L2J,,WIND ROSE,WRC,,Windrose Air,,,,,,,,,False,False,False,,
21670,7cf85d,A36-002,BOEING,Boeing,737NG 7DF/W BBJ,B737,30790,,L2J,Royal Australian Air Force,AUSSIE,ASY,,Royal Australian Air Force,,,,,,,,,False,False,False,,
21671,ad3997,N951NN,BOEING,Boeing,737-823,B738,33327,,L2J,,AMERICAN,AAL,,Wells Fargo Trust Co Na Trustee,,,2027-06-30,,2014-01-01,,,CFM INTL CFM56-7B24E,False,False,False,,
21672,a37eb0,N324RN,BOEING,Boeing,737-8,B38M,44454,,L2J,American Airlines,AMERICAN,AAL,AA,Wilmington Trust Co Trustee,,,2028-08-31,,2018-01-01,,,CFM INTL LEAP-1B25,False,False,False,,
21673,a173d2,N193FE,BOEING,Boeing,767-300F,B763,63124,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2028-06-30,,2021-01-01,,,GE CF6-80C2B6F,False,False,False,,
21674,3c5ef1,D-AGWQ,AIRBUS,Airbus,Airbus A319 132,A319,4256,,L2J,,GERMAN WINGS,GWI,,Germanwings,,,,,,,,,False,False,False,,
21675,a0f7e2,N1611B,BOEING,Boeing,Boeing 767 332ER/W,B763,30595,,L2J,,DELTA,DAL,,Delta Air Lines,,,,,,,,,False,False,False,,
21676,a7cad8,HZ-MF9,BOEING,Boeing,777 3FGER,B77W,61518,,L2J,,,,,Saudi Ministry Of Finance,,,,,,,,,False,False,False,,
21677,a28de3,N264AK,BOEING,Boeing,737-990ER,B739,36360,,L2J,, Inc.,ASA,,Alaska Airlines Inc,,,2029-09-30,,2016-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
21678,4d0104,LX-VCD,BOEING,Boeing,Boeing 747-8R7F,B748,35809,,L4J,,CARGOLUX,CLX,,Cargolux Airlines International,,,,,,,,,False,False,False,,
21679,503dac,LY-VEN,AIRBUS,Airbus,A320 233,A320,1626,,L2J,,KESTREL,TCX,,Thomas Cook Airlines,,,,,,,,,False,False,False,,
21680,781229,B-8856,AIRBUS,Airbus,A320 214SL,A320,7747,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21681,738071,4X-ECA,BOEING,Boeing,Boeing 777-258(ER),B772,30831,,L2J,El Al Israel Airlines,ELAL,ELY,LY,El Al,,,,,,,,,False,False,False,,
21682,a583e9,N4544N,STEARMAN,Boeing,B75N1,ST75,75-6425,,L1P,,,,,Vajdos Robert C Jr,,,2029-03-31,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
21683,344646,EC-MEL,AIRBUS,Airbus,A320 232SL,A320,6450,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,False,False,False,,
21684,a68fa5,N52143,STEARMAN,Boeing,E75,ST75,75-5172,,L1P,,,,,Serio James D,,,2028-02-29,,1943-01-01,,,CONT MOTOR R670-SERIES,False,False,False,,
21685,a05ddc,N12225,BOEING,Boeing,737-824,B738,28934,,L2J,,UNITED,UAL,,United Airlines Inc,,,2030-03-31,,1998-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21686,7803e3,B-6322,AIRBUS,Airbus,A320 232,A320,3158,,L2J,,SI CHUAN,CSC,,Sichuan Airlines,,,,,,,,,False,False,False,,
21687,4d03ce,LX-N90456,BOEING,Boeing,E-3A Sentry,E3TF,22851,,L4J,,,,,Nato,,,,,,,,,False,False,False,,Reserved
21688,ae035d,58-0063,BOEING,Boeing,KC-135R,K35R,17808,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
21689,ac033e,N873UA,AIRBUS,Airbus,A319-132,A319,2004,,L2J,United Airlines,UNITED,UAL,UA,Wells Fargo Trust Co Na Trustee,,,2027-05-31,,2003-01-01,,,IAE V2524-A5,False,False,False,,
21690,3420cf,EC-JNI,AIRBUS,Airbus,Airbus A321 212,A321,2270,,L2J,,IBERIA,IBE,,Iberia,,,,,,,,,False,False,False,,
21691,a198ed,N2016J,AIRBUS,Airbus,A321-271NX,A21N,8893,,L2J,Jetblue Airways,JETBLUE,JBU,B6,Jetblue Airways Corp,,,2029-10-31,,2019-01-01,,,IAE PW1133G-JM,False,False,False,,
21692,89630b,A6-ENI,BOEING,Boeing,777 31HER,B77W,41087,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
21693,7c4771,VH-OEB,BOEING,Boeing,747 48E,B744,25778,,L4J,,QANTAS,QFA,,Qantas,,,,,,,,,False,False,False,,
21694,4b43c7,HB-ZRJ,LOT,Airbus,AS 350 B3,AS50,8282,,H1T,Schweizerische Luft-ambulanz Ag,,,,Schweizerische Luft-ambulanz Ag,,2016-08-31,,,2016-01-01,,,TURBOMECA ARRIEL 2D,False,False,False,,
21695,780db9,B-1792,BOEING,Boeing,737NG 89P/W,B738,41475,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
21696,a087cd,N133R,STEARMAN,Boeing,B75N1,ST75,75-6881,,L1P,,,,,Kent Carroll G,,,2029-10-31,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
21697,01807b,5A-LAR,AIRBUS,Airbus,A330 202,A332,1412,,L2J,Libyan Airlines,LIBYAN AIRWAYS,LYW,,Libyan Airlines,F-WWCK,2013-07-16,,,2013-01-01,,,,False,False,False,,
21698,3950d1,F-GUGR,AIRBUS,Airbus,A318 111,A318,3009,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21699,4bab23,TC-JYC,BOEING,Boeing,737NG 9F2ER/W,B739,40977,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
21700,4a05a4,YR-AMD,BOEING,Boeing,Boeing 737 530,B735,25271,,L2J,Blue Air,BLUE TRANSPORT,JOR,0B,Blue Air,,,,,,,,,False,False,False,,
21701,780d12,B-1728,BOEING,Boeing,737NG 84P/W,B738,39218,,L2J,,HAINAN,CHH,,Hainan Airlines,,,,,,,,,False,False,False,,
21702,aacaac,N795AV,BOEING,Boeing,787-8,B788,39407,,L2J,, S.A.,AVA,,Umb Bank Na Trustee,,,2030-03-31,,2017-01-01,,,ROLLS-ROYC TRENT 1000-D2,False,False,False,,
21703,7c7c9b,VH-YWD,BOEING,Boeing,737-800,B738,,,L2J,Virgin Australia,VELOCITY,VOZ,DJ,Virgin Australia Airlines Pty Ltd,,,,,,,,JET,False,False,False,,Large (75000 to 300000 lbs)
21704,683240,UP-B3717,BOEING,Boeing,737 322,B733,24664,,L2J,,,,,Sunkar Air,,,,,,,,,False,False,False,,
21705,a9d605,N73283,BOEING,Boeing,737-824,B738,31606,,L2J,,UNITED,UAL,,Umb Bank Na Trustee,,,2028-12-31,,2004-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21706,4ba94d,TC-JJM,BOEING,Boeing,Boeing 777-3F2(ER),B77W,40794,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
21707,a268cb,N25400,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2901,,L1P,,,,,Private,,,,,,,,,False,False,False,,
21708,3944f8,F-GRHY,AIRBUS,Airbus,Airbus A319 111,A319,1616,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
21709,71bc03,HL7403,BOEING,Boeing,Boeing 747 4B5F,B744,26408,,L4J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
21710,aa4c3e,N76265,BOEING,Boeing,737-824,B738,31585,,L2J,,UNITED,UAL,,Wells Fargo Trust Co Na Trustee,,,2028-01-31,,2001-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
21711,78042e,B-6340,AIRBUS,Airbus,A320 214,A320,3234,,L2J,,JUNEYAO AIRLINES,DKH,,Juneyao Airlines,,,,,,,,,False,False,False,,
